// AR6000 Rx gain table 5GHz
// 
// 1 - Desired gain
// 2 - Lna On (rf_LNAon)
// 3 - Lna gain (rf_lnagain)
// 4 - RF VGA gain (rf_rfvgagain) 
// 5 - Mix gain (rf_mixgain) 
// 6 - bb gain (rf_bbgain) 
// 7 - bbf gain (rf_bbfgain)
87, 1, 1, 3, 1, 6, 5,
86, 1, 1, 3, 1, 6, 4,
85, 1, 1, 3, 1, 6, 3,
84, 1, 1, 3, 1, 6, 2,
83, 1, 1, 3, 1, 6, 1,
82, 1, 1, 3, 1, 6, 0,
81, 1, 1, 3, 1, 5, 5,
80, 1, 1, 3, 1, 5, 4,
79, 1, 1, 3, 1, 5, 3,
78, 1, 1, 3, 1, 5, 2,
77, 1, 1, 3, 1, 5, 1,
76, 1, 1, 3, 1, 5, 0,
75, 1, 1, 3, 1, 4, 5,
74, 1, 1, 3, 1, 4, 4,
73, 1, 1, 3, 1, 4, 3,
72, 1, 1, 3, 1, 4, 2,
71, 1, 1, 3, 1, 4, 1,
70, 1, 1, 3, 1, 4, 0,
69, 1, 1, 3, 1, 3, 5,
68, 1, 1, 3, 1, 3, 4,
67, 1, 1, 3, 1, 3, 3,
66, 1, 1, 3, 1, 3, 2,
65, 1, 1, 3, 1, 3, 1,
64, 1, 1, 3, 1, 3, 0,
63, 1, 1, 3, 1, 2, 5,
62, 1, 1, 3, 1, 2, 4,
61, 1, 1, 3, 1, 2, 3,
60, 1, 1, 3, 1, 2, 2,
59, 1, 1, 3, 1, 2, 1,
58, 1, 1, 3, 1, 2, 0,
57, 1, 1, 3, 1, 1, 5,
56, 1, 1, 3, 1, 1, 4,
55, 1, 1, 3, 1, 1, 3,
54, 1, 1, 3, 1, 1, 2,
53, 1, 1, 3, 1, 1, 1,
52, 1, 1, 3, 1, 1, 0,
51, 1, 1, 3, 1, 0, 5,
50, 1, 1, 3, 1, 0, 4,
49, 1, 1, 3, 1, 0, 3,
48, 1, 1, 3, 1, 0, 2,
47, 1, 1, 3, 1, 0, 1,
46, 1, 1, 3, 1, 0, 0,
45, 1, 1, 3, 0, 0, 3,
44, 1, 1, 3, 0, 0, 2,
43, 1, 1, 3, 0, 0, 1,
42, 1, 1, 3, 0, 0, 0,
41, 1, 1, 2, 1, 0, 4,
40, 1, 1, 2, 1, 0, 3,
39, 1, 1, 2, 1, 0, 2,
38, 1, 1, 2, 1, 0, 1,
37, 1, 1, 2, 1, 0, 0,
36, 1, 1, 2, 0, 0, 4,
35, 1, 1, 2, 0, 0, 3,
34, 1, 1, 2, 0, 0, 2,
33, 1, 1, 2, 0, 0, 1,
32, 1, 1, 2, 0, 0, 0,
31, 1, 0, 3, 1, 0, 1,
30, 1, 0, 3, 1, 0, 0,
29, 1, 1, 1, 1, 0, 2,
28, 1, 1, 1, 1, 0, 1,
27, 1, 1, 1, 1, 0, 0,
26, 1, 0, 3, 0, 0, 1,
25, 1, 0, 3, 0, 0, 0,
24, 1, 1, 1, 0, 0, 2,
23, 1, 1, 1, 0, 0, 1,
22, 1, 1, 1, 0, 0, 0,
21, 1, 0, 2, 1, 0, 1,
20, 1, 0, 2, 1, 0, 0,
19, 0, 0, 3, 0, 0, 1,
18, 0, 0, 3, 0, 0, 0,
17, 1, 1, 0, 1, 0, 0,
16, 1, 0, 2, 0, 0, 0,
15, 1, 1, 0, 0, 0, 2,
14, 1, 1, 0, 0, 0, 1,
13, 1, 1, 0, 0, 0, 0,
12, 1, 0, 1, 1, 0, 2,
11, 1, 0, 1, 1, 0, 1,
10, 1, 0, 1, 1, 0, 0,
9, 0, 0, 2, 0, 0, 1,
8, 0, 0, 2, 0, 0, 0,
7, 1, 0, 1, 0, 0, 1,
6, 1, 0, 1, 0, 0, 0,
5, 0, 0, 1, 1, 0, 2,
4, 0, 0, 1, 1, 0, 1,
3, 0, 0, 1, 1, 0, 0,
2, 1, 0, 0, 1, 0, 1,
1, 1, 0, 0, 1, 0, 0,
0, 0, 0, 1, 0, 0, 1,
-1, 0, 0, 1, 0, 0, 0,
-2, 1, 0, 0, 0, 0, 1,
-3, 1, 0, 0, 0, 0, 0,
-4, 0, 0, 0, 1, 0, 2,
-5, 0, 0, 0, 1, 0, 1,
-6, 0, 0, 0, 1, 0, 0,
-7, 0, 0, 0, 0, 0, 4,
-8, 0, 0, 0, 0, 0, 3,
-9, 0, 0, 0, 0, 0, 2,
-10, 0, 0, 0, 0, 0, 1,
-11, 0, 0, 0, 0, 0, 0,
