// AR5112 rx gain table : 2.4 GHz

//   0. desired gain
//   1. bb_rxtx_flag
//   2. rf_LNAGain
//   3. rf_RFGain
//   4. rf_IF_Gain
//   5. rf_BBgain
//   6. rf_BBgainf

//    0,    1,    2,    3,    4,    5,    6
//  ---   ---   ---   ---   ---   ---   ---
      0,    1,    0,    2,    2,    0,    2,
      1,    1,    0,    2,    2,    0,    3,
      2,    1,    0,    2,    2,    0,    4,
      3,    1,    0,    2,    2,    0,    5,
      4,    1,    0,    2,    2,    1,    0,
      5,    1,    0,    2,    2,    1,    1,
      6,    1,    0,    2,    2,    1,    2,
      7,    1,    0,    2,    2,    1,    3,
      8,    1,    0,    2,    2,    1,    4,
      9,    1,    0,    2,    2,    1,    5,
     10,    1,    0,    2,    2,    2,    0,
     11,    1,    0,    2,    2,    2,    1,
     12,    1,    0,    2,    2,    2,    2,
     13,    1,    0,    2,    2,    2,    3,
     14,    1,    0,    2,    2,    2,    4,
     15,    1,    0,    2,    2,    2,    5,
     16,    1,    0,    2,    2,    3,    0,
     17,    1,    0,    2,    2,    3,    1,
     18,    1,    0,    2,    2,    3,    2,
     19,    1,    0,    2,    2,    3,    3,
     20,    1,    0,    2,    2,    3,    4,
     21,    1,    0,    2,    2,    3,    5,
     22,    1,    0,    2,    2,    4,    0,
     23,    1,    0,    2,    2,    4,    1,
     24,    1,    0,    2,    2,    4,    2,
     25,    1,    0,    2,    2,    4,    3,
     26,    1,    0,    2,    2,    4,    4,
     27,    1,    0,    2,    2,    4,    5,
     28,    1,    0,    2,    2,    5,    0,
     29,    1,    0,    2,    2,    5,    1,
     30,    1,    0,    2,    2,    5,    2,
     31,    1,    0,    2,    2,    5,    3,
     32,    1,    0,    2,    2,    5,    4,
     33,    1,    0,    2,    2,    5,    5,
     34,    1,    0,    2,    2,    6,    0,
     35,    1,    0,    2,    2,    6,    1,
     36,    1,    0,    2,    2,    6,    2,
     37,    1,    0,    2,    2,    6,    3,
     38,    0,    0,    0,    1,    4,    0,
     39,    0,    0,    0,    1,    4,    1,
     40,    0,    0,    0,    1,    4,    2,
     41,    0,    0,    0,    1,    4,    3,
     42,    0,    0,    0,    2,    4,    0,
     43,    0,    0,    0,    2,    4,    1,
     44,    0,    0,    0,    2,    4,    2,
     45,    0,    0,    0,    2,    4,    3,
     46,    0,    0,    0,    2,    4,    4,
     47,    0,    0,    0,    3,    4,    0,
     48,    0,    0,    0,    3,    4,    1,
     49,    0,    0,    0,    3,    4,    2,
     50,    0,    0,    0,    3,    4,    3,
     51,    0,    0,    0,    4,    4,    0,
     52,    0,    0,    0,    4,    4,    1,
     53,    0,    1,    0,    2,    3,    5,
     54,    0,    1,    0,    2,    4,    0,
     55,    0,    1,    0,    2,    4,    1,
     56,    0,    1,    0,    2,    4,    2,
     57,    0,    1,    0,    2,    4,    3,
     58,    0,    1,    0,    3,    3,    5,
     59,    0,    1,    0,    3,    4,    0,
     60,    0,    1,    0,    3,    4,    1,
     61,    0,    1,    0,    3,    4,    2,
     62,    0,    1,    0,    4,    3,    5,
     63,    0,    1,    0,    4,    4,    0,
     64,    0,    1,    0,    4,    4,    1,
     65,    0,    1,    1,    3,    4,    0,
     66,    0,    1,    1,    3,    4,    1,
     67,    0,    1,    1,    3,    4,    2,
     68,    0,    1,    1,    4,    3,    5,
     69,    0,    1,    1,    4,    4,    0,
     70,    0,    1,    1,    4,    4,    1,
     71,    0,    1,    1,    4,    4,    2,
     72,    0,    1,    2,    2,    4,    0,
     73,    0,    1,    2,    2,    4,    1,
     74,    0,    1,    2,    2,    4,    2,
     75,    0,    1,    2,    2,    4,    3,
     76,    0,    1,    2,    3,    4,    0,
     77,    0,    1,    2,    3,    4,    1,
     78,    0,    1,    2,    3,    4,    2,
     79,    0,    1,    2,    3,    4,    3,
     80,    0,    1,    2,    4,    3,    5,
     81,    0,    1,    2,    4,    4,    0,
     82,    0,    1,    2,    4,    4,    1,
     83,    0,    1,    2,    4,    4,    2,
     84,    0,    1,    2,    4,    4,    3,
     85,    0,    1,    2,    4,    4,    4,
     86,    0,    1,    2,    4,    4,    5,
     87,    0,    1,    2,    4,    4,    5,
     88,    0,    1,    2,    4,    4,    5,
     89,    0,    1,    3,    4,    3,    4,
     90,    0,    1,    3,    4,    3,    4,
     91,    0,    1,    3,    4,    3,    4,
     92,    0,    1,    3,    4,    3,    5,
     93,    0,    1,    3,    4,    4,    0,
     94,    0,    1,    3,    4,    4,    1,
     95,    0,    1,    3,    4,    4,    2,
     96,    0,    1,    3,    4,    4,    3,
     97,    0,    1,    3,    4,    4,    4,
     98,    0,    1,    3,    4,    4,    5,
     99,    0,    1,    3,    4,    5,    0,
    100,    0,    1,    3,    4,    5,    1,
